Roll,Name,Age,Gender,Marks,Branch,Email,City,Join_Date,Fees_Paid
1965,Nikita,19,Female,55,CSE,nikita@gmail,Chennai,2023-02-28,45000.0
1966,Shalini,21,,102,ME,shalini@gmail.com,Delhi,2023-04-25,45000.0
1967,Tina,21,Female,82,ME,tina@gmail.com,Mumbai,2023-03-12,45000.0
1968,Naresh,22,Male,72,ME,naresh@gmail.com,Mumbai,,45000.0
1969,Farah,22,Female,81,,farah@gmail.com,Mumbai,2023-05-08,45000.0
1970,Deepa,21,Female,,ECE,@gmail.com,Delhi,2023-03-20,45000.0
1971,Nikita,19,Female,55,CSE,nikita@gmail,Chennai,32-13-2023,45000.0
1972,Ramesh,22,Male,N/A,ECE,ramesh@gmail.com,Mumbai,2023-02-12,45000.0
1973,Raj,22,Male,90,CSE,raj@gmail.com,Delhi,2023-03-10,45000.0
1973,Deepa,21,Female,68,ECE,deepa@gmail.com,Delhi,32-13-2023,45000.0
1975,Priya,19,Female,105,CSE,priya@gmail.com,,invalid,-45000
1976,Kunal,22,,72,CSE,kunal@gmail.com,Delhi,2023-01-20,45000.0
1977,,22,Female,Ninety,ME,,Mumbai,2023/03/15,45000.0
1978,Amit,23,Male,,CSE,invalid,Mumbai,2023-04-28,45000.0
1979,Naveen,20,Male,54,ECE,naveen@gmail.com,Pune,2023-05-10,45000.0
1980,Suresh,21,Male,N/A,ME,,Mumbai,2023-03-05,45000.0
1981,Harsh,21,Male,73,CSE,harsh@gmail.com,Mumbai,2023-05-15,45000.0
1982,Abhishek,21,Male,83,CSE,abhishek@gmail.com,Delhi,2023-04-18,45000.0
1983,Harsh,21,Male,73,CSE,harsh@gmail.com,Mumbai,2023-05-15,45000.0
1984,Tina,21,Female,82,ME,tina@gmail.com,Mumbai,2023-03-12,45000.0
1985,Varun,150,Male,-20,ECE,varun@gmail.com,Mumbai,2023-04-12,45000.0
1986,Harsh,21,Male,73,CSE,harsh@gmail.com,Mumbai,32-13-2023,45000.0
1987,Rohit,20,,60,ECE,,Mumbai,2023-02-15,
1988,Amit,23,Male,,CSE,amit@gmail.com,Mumbai,2023-04-28,45000.0
1989,Sameer,23,Male,91,ME,sameer@gmail.com,Delhi,2023-05-20,45000.0
1990,Farah,22,Female,81,CSE,farah@gmail.com,Mumbai,2023-05-08,45000.0
1991,Meena,20,Female,-5,ECE,meena@gmail.com,Pune,2023-03-08,45000.0
1992,Sneha,20,Female,78,ECE,sneha@gmail.com,Pune,2023-05-01,45000.0
1993,Amit,23,Male,,CSE,amit@gmail.com,Mumbai,2023-04-28,45000.0
1994,Reena,20,Female,91,cse,reena@gmail.com,Mumbai,2023-04-20,forty thousand
1995,Neha,20,Female,88,CSE,anuj@gmail.com,Delhi,2023-01-10,45000.0
1996,Naresh,22,Male,72,ME,naresh@gmail.com,Mumbai,2023-03-22,45000.0
1997,Varun,20,Male,-20,ECE,varun@gmail.com,Mumbai,2023-04-12,45000.0
1997,Naveen,20,Male,54,ECE,naveen@gmail.com,Pune,2023-05-10,45000.0
1999,Neha,20,Female,88,CSE,anuj@gmail.com,Delhi,2023-01-10,45000.0
2000,Reena,20,Female,91,ECE,reena@gmail.com,Mumbai,2023-04-20,45000.0
